,Tweet ID,Content,Named Candidate/Partylist
690,tweet_id:1885690169367666794,"Mga iboboto ko sa #Halalan2025Heidi Mendoza,
Teddy Casino,
Luke Espiritu,
France Castro.

Hindi ko iboboto si Bato at Bondoc - sabi ni Jimmy diplomasya daw sa gobyerno ang kailangan pero idolo si Digong. Kasuka. #TanongNgBayan",Heidi Mendoza
691,tweet_id:1885688735800738135,"The same people refuse to educate our young folks about sex, and Vic Rodriguez even refuses to grant public access to SALNs. 

While voting for public positions that enable Duterte's crimes.#TanongNgBayan#Halalan2025",Vic Rodriguez
692,tweet_id:1885688139718754625,Good that Ka Daning Ramos has used the platform in these debates to highlight state-sponsored atrocities in the countryside. Bihira lang ito marinig sa mainstream media.#TanongNgBayan#Halalan2025,
693,tweet_id:1885687782468935890,"“Tax ng ina mo” - Ma'am Heidi nakakaproud na may bagohan sa politika pero yong track record for both academic and public service ay very evident. 

Nangagngain pa ng mic. Winner ito!!!

Grabe! #TanongNgBayan #Eleksyon2025",
694,tweet_id:1885687328884281405,"I am expecting that Leody's answer will once again sound controversial, but we can both respect Cory Aquino's role in history and criticize her administration's failures in delivering the promise of social change that has emanated from EDSA 1.#TanongNgBayan#Halalan2025",
695,tweet_id:1885685766346752066,Not surprising but these same people voted AGAINST filing any charges against ex-President Duterte because of crimes against humanity in his drug war.#TanongNgBayan#Halalan2025,
696,tweet_id:1885684310793220564,Bato diverting the topic (anong connect? lol)#TanongNgBayan #Eleksyon2025,
697,tweet_id:1885682637475643689,"NOT TRUE that coco levy funds were stolen by PCGG. 

Pero ang tanong: Nabawi na ba nang buo ang mga bilyon na ninakaw nila Enrile at Danding Cojuangco sa mga magniniyog?#TanongNgBayan#Halalan2025",
698,tweet_id:1885682592529424808,Heidi Mendoza after that debate#TanongNgBayan #Eleksyon2025,Heidi Mendoza
699,tweet_id:1885682367995785591,"“Tax ng ina mo” - , 2025

  But I need to know the reason why Yea po kayo sa pag abolish ng PCGG? #TanongNgBayan #Eleksyon2025",
700,tweet_id:1885680736721879082,"Same, Ka Leody. Same.#TanongNgBayan#Eleksyon2025",
701,tweet_id:1885679474731368634,"""Sawang-sawa na ang taumbayan sa bangayang Marcos at Duterte."" -  #TanongNgBayan#Halalan2025",
702,tweet_id:1885678525488980027,"“Tax ng ina mo” - , 2025

 #TanongNgBayan #Eleksyon2025",
703,tweet_id:1885678067076792359,TANDAAN: Ang mga kandidato na tutol sa pagbabalik ng Pilipinas sa #TanongNgBayan#Halalan2025,
704,tweet_id:1885675768375914570,So bakit no appearance si  at  sa GMA Senatorial debate? #TanongNgBayan #Eleksyon2025,
705,tweet_id:1885670394402853036,"The Face Off is Ready! 9:00 pm sa GMA 7 

Reply here if manonood. #45HeidiMendoza#FormerCOACommissioner#Halalan2025",pm
706,tweet_id:1885621612801638726,"The Comelec plans to require #Halalan2025 candidates to include talent fees for celebrities and online personalities in their declaration of campaign expenditures. 

“Tingnan natin kung compliant pa ba sa P3 o P5 na required ng ating batas?” 

READ: abs-cbn.com/news/2025/1/28
…",
707,tweet_id:1885596198612197767,Going back through 5 decades of ABS-CBN election coverages (and file video?!) while looking forward on what to watch for this #Halalan2025!,
708,tweet_id:1885595578073309479,"Ito na ang simula ng #Halalan2025!

Halos sintagal na ng ABS-CBN ang tradisyon nito ng pagpapatrol sa halalan. Ano’ng most memorable para sa’yo?

Balikan natin ang mga nakaraang election coverage, at mga dapat abangan this year, kasama si .",
709,tweet_id:1885543113432981887,"PUSH PA NG PUSH mga katropa! 

IBOTO NATIN PARA SA SENADO NGAYONG MAYO —         #Halalan #Halalan2025",
710,tweet_id:1885510605626642820,"GRAB YOUR POP CORN (OR ICE CREAM ) AND INVITE YOUR FRIENDS & FAMILY! Senatorial debate sa ""Tanong ng Bayan: The GMA Senatorial Face-Off 2025""! Tumutok ngayong February 1, 2025, 9:00 PM sa GMA Network, Pinoy TV, at DZBB.#45HeidiMendoza#FormerCOACommissioner#Halalan2025",PM
711,tweet_id:1885420217075171552,THIS COMING #HALALAN2025 CTTO,
712,tweet_id:1885312768158687679,LAGLAG FOR GOOD MGA #PROCHINA THIS COMING #HALALAN2025,
713,tweet_id:1885306941582328042,"Pag Tuta ni Duterte, Tuta ng China.
The Senate under Tito Sotto’s embarrassing leadership caved to Duterte. 

Kulang na lang kumahol na parang mga aso ang karamihan ng mga nakaupong Senador noong panahon ni Duterte. 

Huwag iboto ang  mga Hudas na ‘to.#Halalan2025",Tito Sotto
714,tweet_id:1885302446454661293,"By undermining the Presidency and government institutions who will stand to benefit?

THE ANSWER: #ProBeijingSAY NO TO #PROCHINA THIS COMING #HALALAN2025",
715,tweet_id:1885296987576426878,Harapan 2025: Sotto pushes for PH-China ‘joint venture’ in West PH Sea #Halalan2025,
716,tweet_id:1885274326930513992,Duterte on #Halalan2025: 'Bigyan nila tayo ng patas lang ang laban',
717,tweet_id:1885157206070616095,"Kung tulong tulong…
Walang mabigat!
Kung sama-sama,
Walang mahirap
Abuting pangarap!

Maraming Salamat sa lahat na nagpagawa ng tarps, stickers, pins at iba pa! #45HeidiMendoza#FormerCOACommissioner#Halalan2025",
718,tweet_id:1885131199037006112,"Kung gusto natin ng pagbabago, please lang IBOTO NATIN SILANG LAHAT plus si PDP adopted senatorial candidate na si Pastor Apollo C. Quiboloy!#NLE2025#PDPLabanSenatorialCandidates#DuterteForever",PDP
719,tweet_id:1885015086861099044,"Maraming Salamat, Atty.  Vince Tanada! #45HeidiMendoza#FormerCOACommissioner#Halalan2025",
720,tweet_id:1884878699461521441,"Petition to require all running candidates in #Halalan2025 to follow the steps of President  and read 4,057 pages of the GAA 2025.  Image courtesy of BBM Youth Movement",
721,tweet_id:1884806930721325433,"Nag approve ng                        Naglegalize 
citizenship ng                        ng POGO
may sabit sa POGO#Halalan2025",
722,tweet_id:1884801807534448804,"Make no mistake, this has absolutely nothing to do with the popularity of Marcos Jr. and has a lot more to do with the popularity of the names themselves.

Case in point: When was the last time they even held a rally together? Or had a TV ad for the entire slate?#Halalan2025",
723,tweet_id:1884779977759178927,"Fascism is built up by business owners and salespeople who nod and agree to whatever rightwing statement their customer spouts just so that they can sell an item.

Tapos sila pa itong ayaw na maging Pangulo si Sara while constantly nodding to the Duterte narrative.#Halalan2025",
724,tweet_id:1884766098417127701,Full force ang roster of award-winning personalities ng GMA News! Please catch #TanongNgBayan: The GMA Senatorial Face-Off 2025 this Saturday (February 1) at 9PM!#Eleksyon2025 | ,PM
725,tweet_id:1884763838580670946,"POV: These women are your thesis panelists Puksaan na! Sama-sama nating busisiin ang mga plataporma at paninindigan ng mga tumatakbong Senador sa #TanongNgBayan: The GMA Senatorial Face-Off 2025 Ngayong February 1 na, 9:00 PM.#Eleksyon2025 | ",PM
726,tweet_id:1884603237841715302,"Back in 2006, Sharon Cuneta and her husband Senator Kiko Pangilinan were product endorsers for Lucky Me Pancit Canton.

Hello Pagkain talaga.

Source: youtu.be/1pkCOefWOqw?si
…#Halalan2025#HelloPagkain#WaybackWednesday",
727,tweet_id:1884588887022174361,"Ang daming espiya na sa Pilipinas kaya this coming #Halalan2025 say NO to #proChina!!!!!!!!!

READ: gmanetwork.com/news/topstorie
…-with ",
728,tweet_id:1884586808761299412,"BIG NO TO #PROCHINA AND CELEBRITIES sa Senate this coming #Halalan2025Do we Filipinos really want a repeat of “Robinfail”?

YES OR NO Usapang Kongreso",
729,tweet_id:1884541652032979213,"Ibalik sa Senado, Kiko Pangilinan at Bam Aquino! Para madagdagan ang may saysay sa Senado! #Halalan2025",Bam Aquino
730,tweet_id:1884471122827305377,Magandang Hapon mga kababayan. Katulad ng aking palagi sinasabi: Public Money is sacred. #45HeidiMendoza #FormerCOACommissioner#halalan2025 #TapatAtTotoo,
731,tweet_id:1884274095057174847,"So ang ibig sabihin nito si Senator Risa Hontiveros lang talaga ang nag-iisang Senador na kakampi natin sa Senado. Ang nag-iisang hindi nasa bulsa ng China, POGO at casino sa Pilipinas.

Yung mga nag YES sa pagbigay ng citizenship, mga Hudas. #Halalan2025",
732,tweet_id:1884190539383517208,"We thought a Jojo Binay presidency would be worse than a Rodrigo Duterte presidency. And we were wrong. 

So how sure are we that a Raffy Tulfo would actually be better than a Sara Duterte presidency?#Halalan2025",
733,tweet_id:1884168989422805430,"Something for PH liberals to think about:

It's 2028, and Sara Duterte & Tulfo are neck-and-neck in the prez race. Risa is a distant 3rd, but has enough votes to make Tulfo win.

Would you urge Risa to drop out like what you urged Grace Poe to do in 2016?#Halalan2025",liberal
734,tweet_id:1884060438482292754,PDP-Tuta ng China Party  #Halalan2025,PDP
735,tweet_id:1884054866353643721,"Lumagda na sa isang memorandum of agreement ang Comelec at TikTok Philippines para sa #Halalan2025. 

Magiging katuwang ng poll body ang TikTok kontra sa disinformation at fake news, ani chairman George Erwin Garcia. | via ",
736,tweet_id:1883694872269635890,This a public reminder for Filipino voters na “itama ang mali” sa darating na #Halalan2025. ,
737,tweet_id:1883630426876686434,"While most politicians are caught up in the noise of #Halalan2025, #fakenews, and empty rhetoric.#LargaLuistro2025But not the case for Cong. Luistro  
who is raising a crucial issue about national security.

see below ",
738,tweet_id:1883612129661726744,"SEE YOU ICC!  HINDI KA VIP ACTING LIKE A #spoiledbratSen. Bato dela Rosa warns PBBM ADMIN to protect him and Filipinos from the ICC and Interpol, stressing failure could lead to impeachment of PBBM.

Vote wisely sa #Halalan2025BIG NO TO PRO-CHINA",
739,tweet_id:1883408278450733151,"Kinikilatis umano ng AFP ang background ng mga kandidato para maagapan ang posibleng ""foreign influence"" sa #Halalan2025.

BASAHIN: abs-cbn.com/news/nation/20
…",
740,tweet_id:1883364243002532051,"Ngayong #Eleksyon2025, suriin natin ang plataporma ng ilang kandidato sa pagkasenador sa ‘Tanong ng Bayan: The GMA Senatorial Face-Off’.

Sa pangunguna ng pinakapinagkakatiwalaang broadcast journalist na si Jessica Soho, kasama ang respetadong panel na binubuo ng GMA Public",
741,tweet_id:1883188809120305553,"NatSit: 1Sambayan has revealed its lineup for the 2025 Midterm Elections, which includes Senate runners Heidi Mendoza, Luke Espiritu, France Castro, Sonny Matula, Willie Ong, Ariel Querubin, and former Sens. Bam Aquino and Kiko Pangilinan. #Halalan2025",Heidi Mendoza
742,tweet_id:1882663370584637752,"BAWAL NA NO-SHOW? Comelec plans to file a resolution mandating candidates to attend televised debates, saying it would help voters in their choices ahead of the 2025 midterm elections. #Halalan2025 

Read: abs-cbn.com/news/nation/20
…",
743,tweet_id:1882619205562114053,"Simula na ng HALALAN 2025: iTsek ang Boto sa San Beda University! Para sa live tweets, sundan lamang ang thread na ito. #iTsekAngBoto #Halalan2025",
744,tweet_id:1882604230545940720,Comelec may issue order obligating candidates to attend debates #Halalan2025,
745,tweet_id:1882417925141012621,"I have a theory that confidential funds may have been used to boost VisMin-based pop artist stan accounts.

It's been very weird to see stan accounts suddenly go off-theme and make tweets that praise ROTC in Mindanao or go on an angry defense of Cebuanos in Sinulog.#Halalan2025",
746,tweet_id:1882385762651668511,"DIVERSIONARY TACTICS? POLITICAL POSTURING? POWER PLAYS? DESTABILIZATION EFFORTS? MIDTERM SHENANIGANS?#Halalan2025 #powerplaysIn politics there are no coincidences.

2022: The Year of Transition
2023-2024: The Build-Up to the Midterms
2025: The Midterm Election Year",
747,tweet_id:1882348116952924254,Panahon na para ibalik sa Senado si Bam Aquino! #Halalan2025,Bam Aquino
748,tweet_id:1882231779282899224,"Mula sa pagiging OPM singer at abogado, target naman ngayon ni Jimmy Bondoc na makakuha ng puwesto sa Senado sa #Halalan2025.

Panoorin ang pagtalakay ni Bondoc sa kaniyang mga plataporma sa #Harapan2025 live sa YouTube channel at Facebook page ng ABS-CBN News.",PM
749,tweet_id:1882008905255100710,"Did these senators endorse this bill WITHOUT reading the bill?

And did they withdraw their endorsement STILL WITHOUT reading the bill?#Halalan2025",
750,tweet_id:1881654699805516099,Bombo Radyo is not just a Duterte propaganda machine. It's also a Trump propaganda machine.#Halalan2025,
751,tweet_id:1881598580248674796,"A retired career public servant but a newcomer to politics, former audit commissioner Heidi Mendoza eyes to place in the Senate Magic 12 in #Halalan2025.

Get to know her and her plans more as she sits down for Harapan 2025. | via  

LIVE: youtube.com/live/u5h4Sn5IS
…",Heidi Mendoza
752,tweet_id:1881343065744626063,"ALL HANDS ON DECK FOR #HALALAN2025 LOOK: WR Numero, together with the COMELEC and partners from government, academe, and civic society, signed the  covenant for a clean and peaceful midterm elections on May 12.",
753,tweet_id:1881280198001512711,"A takeaway from this tweet:

Cebu in the Marcos/Duterte era isn't ridiculed enough. I think it's about time we do that, even if it means Cebuanos themselves will ridicule Cebu. #Halalan2025 x.com/PaulFramboti/s
…",
754,tweet_id:1881203794757013956,"The only reason Cebuanos seemed like they were ""smart voters"" in the past was because their homeboy Osmeña was an enemy of the dictator Marcos, and now they replaced Osmeña with Duterte.

Basically, Cebuanos were never smart voters. Just regionalistic voters.#Halalan2025 x.com/PaulFramboti/s
…",
755,tweet_id:1881202693102043337,"Ay sus. If Digong or Sara were in their shoes, Cebuanos would've cheered them as if they were the Santo Niño. 

Many, if not most, Cebuanos are still Duterte diehards who might even harm Risa if they could. It has nothing to do with ""good governance"".#Halalan2025",
756,tweet_id:1881011171882602819,"In an alternate world, Pareng Oca could've been President of the Philippines in 1992 and Mareng Winnie could've been Senator in 2001.

Instead, they became TV hosts.

(Image source: youtube.com/watch?v=eK5zgE)#Halalan2025",
757,tweet_id:1880835538015625397,"A vote for Go and Bato is a vote for China.  

Susmaryosep naman Pilipinas. #Halalan2025",
758,tweet_id:1879855138090983688,"IN THE PRESS: WR Numero, Comelec, together with other election watchdogs, academe, and other stakeholders partner with  for  #Halalan2025",
759,tweet_id:1879800763880464567,"Isa sa mga kumasa sa Harapan 2025 si ACT Teachers Partylist Representative France Castro na kakandidatong senador sa darating na #Halalan2025. 

Tutukan ang kaniyang pagsagot sa mga isyung mahalaga sa bayan sa Biyernes, Enero 17 na mapapanood sa ABS-CBN News YouTube page",France Castro
760,tweet_id:1879778515706614247,"Ang mga #PatrolngPilipino, nandito para sa inyo sa #Halalan2025. 

Anumang hamon, anumang panahon, at anumang paraan, nananatili ang ating ABS-CBN News In the Service of the Filipino, mula noon hanggang ngayon. ",
761,tweet_id:1879778295472083272,"The Most TRUSTED and AWARD-WINNING NEWS ORGANIZATION IN THE PH! 

The widest coalition and the largest number of partners in Philippine election history. SA MAY PRANGKISA PA DIN NAGTITIWALA.  #ELEKSYON2025 ",
762,tweet_id:1879769511106347488,"MAS PINILI ANG MAY PRANGKISA! GMA has forged alliances with over 50 partners, consisting of leading organizations in the fields of telecommunications, media, technology, education, business, law, and public service. 

Tiba tiba nanaman ang GMA nito! Bekenemen!#Eleksyon2025",
763,tweet_id:1879756717707202802,"Former Ilocos Sur governor Chavit Singson has filed with the Commission on Elections his withdrawal from the #Halalan2025 Senate race on Thursday, January 16. 

READ: abs-cbn.com/news/nation/20
…",
764,tweet_id:1879484423831167344,LOOK: WR Numero officially seals its collaboration with  as a data and analysis partner for #Halalan2025 ,
765,tweet_id:1879417009320108296,Narito ang ilan sa naging panayam sa mga partners ng ABS-CBN mula sa academe at business sector para sa #Halalan2025,
766,tweet_id:1879416650807881800,"Kinaya naman ni VP Leni noon.
Bakit di kaya ni VP Sara ngayon?

Technically, si Sara pa nga yung mas may karanasan sa gobyerno, pero dinaig pa siya ni Leni pagdating sa serbisyo at diskarte?#Halalan2025",
767,tweet_id:1879356696256217166,"Behind the #Halalan2025 video:

Edited by THE Armand Sol
Animation by THE Toffee Dimalanta
Video by THE Nestor Licuanan Jr.
Produced by THE Kerchlynn Tan, THE  & this reporter.

With much thanks to NSTM, News Gathering Field & Camera Ops, & all who gave their feedback.",
768,tweet_id:1879355191591645652,"ITO ANG SIMULA. Sama-sama tayo, mga #PatrolngPilipino, at ang buong pwersa ng ABS-CBN News na ipapatrol ang mga boto at ipapanalo ang boses ng Pilipino ngayong #Halalan2025!",
769,tweet_id:1879261514307453274,"Sila naman talaga ang SIMULA. 
others just copycat charot hahaha 
Good job  
Tara na magpatrol at mag bantay sa #Halalan2025",
770,tweet_id:1879160491865743857,"""You have to know what the candidates stand for, who they are, what are their characters. Sino ba talaga sila? Makakabuti ba sila para sa inyo?""

LOUDER MS. KAREN DAVILA, LOUDER!!!! #Halalan2025",
771,tweet_id:1879157863223853120,"Pinirmahan ng ABS-CBN, Comelec, iba't ibang ahensya ng pamahalaan at organisasyon ang isang covenant para magbantay at tiyaking payapa, malinis, at maayos ang #Halalan2025.

Buong ulat: abs-cbn.com/news/nation/20
…",
772,tweet_id:1879156906515747097,"Sanib-puwersa ang ABS-CBN, Commission on Electiosn, at iba't ibang sektor at stakeholders para maghatid ng napapanahong balita sa #Halalan2025 at magbigay ng makabuluhang impormasyon na makatutulong sa mga botante.

Kaugnay na balita: abs-cbn.com/news/nation/20
…",
773,tweet_id:1879150220145222072,It’s official:  is ’ polling & data partner for #Halalan2025! This collab combines WRN’s expertise in public opinion research with ABS-CBN’s extensive election coverage — putting the voices of the Filipino front and center this elections. ,
774,tweet_id:1879133767266431098,"Anumang hamon, anumang panahon, nandito pa rin ang ABS-CBN News, In the service of the Filipino!!! ITO ANG SIMULA. Sama-sama tayo at ang buong pwersa ng ABS-CBN News na ipapatrol ang mga boto at ipapanalo ang boses ng Pilipino ngayong #Halalan2025#ABSCBNNews",
775,tweet_id:1879130570434974178,"NAPAKAANGAS! Ang dami nga lang nawala, though. Ganda ng OBB, very similar sa Halalan 2013 OBB nila during the Reyes era na personal favorite ko. Plus, binuhay ulit ‘yung ‘Ako ang Simula’ theme na isa sa strongest campaigns nila during the Ressa era naman. #Halalan2025 ",
776,tweet_id:1879125056225231216,"WR NUMERO  for #Halalan2025  

WR Numero partners with ABS-CBN News to provide data & analysis for the 2025 midterm elections across ABS-CBN’s platforms

This partnership merges WR Numero’s expertise in election polling & analysis with ABS-CBN News’ election coverage",
777,tweet_id:1879112878806159395,"The Department of Political Science is officially a partner of  in their #Halalan2025 coverage. This partnership was formalized today at the covenant signing held at ABS-CBN.

118 days left until Election Day! Like and follow  for updates. Stay tuned! ",
778,tweet_id:1879108359284248869,"It's Halalan season once again.
Watch the ABS-CBN News special coverage on #Halalan2025 daily on all platforms.

(Pahanap na lang po ako sa Halalan video of anchors & reporters )",
779,tweet_id:1879085550440968524,"Isinagawa ng ABS-CBN News ang covenant signing, ngayong araw (January 14), kasama ang COMELEC, iba't ibang sangay ng gobyermo, business organizations, at ilang universities para sa malawakang pag-uulat sa mga kaganapan at napapanahong isyu sa #Halalan2025.",
780,tweet_id:1879075037044670583,ITO ANG SIMULA. Sama-sama tayo at ang buong pwersa ng ABS-CBN News na ipapatrol ang mga boto at ipapanalo ang boses ng Pilipino ngayong #Halalan2025!,
781,tweet_id:1879059644242624757,Ipapanalo ang boses ng Pilipino ngayong #Halalan2025 ,
782,tweet_id:1879058289310445866,Ito ang simula! #Halalan2025 ,
783,tweet_id:1879058108972151010,Ito ang simula! #Halalan2025,
784,tweet_id:1879054622108844165,"Kahit anumang hamon, nandito pa rin ang ABS-CBN News, in the service of the Filipino!!! Nakakaproud!!! Nakakagoosebumps din na ginamit ulit yung Halalan 2010 theme ""Ako ang Simula"" para sa  #Halalan2025! ",
785,tweet_id:1879054254738210964,FINALLY MAY BUDGET NA ANG NEWS DEPARTMENT  #Halalan2025,
786,tweet_id:1879053668978507866,"ABS-CBN #Halalan2025 Covenant Signing with election partners.  

Dinadaluhan ito ng mga opisyal ng Comelec, PNP, AFP, Election watchdogs, Academe, at iba pa. | via ",
787,tweet_id:1879053548941701515,This is it. #Halalan2025,
788,tweet_id:1879052822635032686,LOOK: ABS-CBN leaders and partners recite the #Halalan2025 Panata. | via ,
789,tweet_id:1879052707950166091,"ABS-CBN #Halalan2025 Covenant Signing with election partners.

Dinadaluhan ito ng mga opisyal ng Comelec, PNP, AFP, Election watchdogs, Academe at iba pa. ",
790,tweet_id:1879052270081568921,ITO ANG SIMULA. Sama-sama tayo at ang buong pwersa ng ABS-CBN News na ipapatrol ang mga boto at ipapanalo ang boses ng Pilipino ngayong #Halalan2025!,
791,tweet_id:1879051321984401786,"LOOK: Journalists , , and  are the hosts for ABS-CBN #Halalan2025 covenant signing with election partners. | via  

LIVE: youtube.com/live/VQXEc3a6g
…",
792,tweet_id:1879051179285774498,Happening now:  ABS-CBN Halalan 2025 covenant signing with election partners #Halalan2025,
793,tweet_id:1879050070747963643,Hosting the #Halalan2025 covenant signing are ABS-CBN chief of reporters Jeff Canoy and “TV Patrol” anchors Karen Davila and Alvin Elchico. ,
794,tweet_id:1879045573137117503,"NOW: ABS-CBN holds covenant signing with partners for its #Halalan2025 coverage.

Present are executives of the company along with heads of gov’t agencies including COMELEC, PNP, and DICT.  ",
795,tweet_id:1879037948819288561,"Lumagda na sa isang Memorandum of Agreement ang ABS-CBN at Commission on Elections para sa pagdaraos ng #Halalan2025 

Present sina Comelec Chairman George  Erwin Garcia, at ABS-CBN Integrated News and Current Affairs head Ms. Francis Toral ",
796,tweet_id:1878963789078647123,"If the Senate is supposed to represent the country nationally, then I think we should consider electing our senators the way we elect our partylists.#Halalan2025",
797,tweet_id:1878692031264182499,"Sen. Ronald Dela Rosa attends INC’s National Rally for Peace, says he is not here to court the #Halalan2025 endorsement of the religious group, which has a bloc voting practice.  

Dela Rosa adds their camp only reacts to criticism, and does not sow division in government. | via",Ronald Dela Rosa
798,tweet_id:1878655914514972750,"Pero alam niyo yung kaibahan sa pro-Erap rally ng El Shaddai noong 2000 sa pro-Sara National Rally for Peace ng Iglesia ni Cristo ngayon?

Yung sa pro-Erap rally, SABADO ginanap.

Yung sa pro-Sara rally, LUNES na LUNES.
Di man lang inisip na gawin sa weekend. #Halalan2025",
799,tweet_id:1878650582690566177,"Here's the Inquirer issue covering the pro-Erap rally led by Mike Velarde's religious group El Shaddai on Nov. 11, 2000.

The Iglesia ni Cristo also took part in the rally, with Bro. Isaias Samson, Jr. as the INC representative. Other religious groups were present.#Halalan2025",
800,tweet_id:1878427592883425286,"Just in:

Chavit Singson has backed out.

More details later.#Halalan2025",
801,tweet_id:1878371865351377407,"Ang handog natin ngayong #Halalan2025 ay tugon sa pang araw-araw na pangangailangan ng bawat Pilipino hanggang sa pinaka-liblib na baryo, at isang lider-manggagawa na matagal nang ipinaglalaban ito.

Sa ating laban, mananalo ang manggagawa’t taongbayan!#LukeEspiritu #25Espiritu",
802,tweet_id:1878338271950045403,"If you’re a Catholic, or a Muslim,  or an atheist, or from any other religion, zero votes for this guy na duwag sa Iglesia de Culto.  #Halalan2025",
803,tweet_id:1878215315441463609,Kasabay ng paghihigpit ng seguridad sa buong bansa para sa papalapit na #Halalan2025 ay ang pagpapatupad ng gun ban.,
804,tweet_id:1877883124702396733,"Congressmen seeking a national post in the 2025 midterm elections may opt not to sign the impeachment complaint against Vice President Sara Duterte in the hopes of courting Mindanao voters, House Secretary General Reginald Velasco said. #Halalan2025READ: abs-cbn.com/news/nation/20
…",
805,tweet_id:1877719098391724495,"Sa gitna ng laban ng mga Marcos at Duterte, at ng pwersa ng kadiliman at kasamaan, kailangan natin sina Kiko at Bam sa Senado para ipanalo ang laban para sa mababang presyo at siguradong trabaho!

Hello Pagkain, Presyo Pababain!
Libreng Kolehiyo, Siguradong Trabaho!#Halalan2025",
806,tweet_id:1877243983392330115,"And the talking #KikoKaldero is back!  Hello, pagkain! Presyo pababain! Sa #Halalan2025, #5AquinoBam at #50PangilinanKikiko sa Senado, #6ML sa Kongreso!",
807,tweet_id:1876947351652208974,Speaking of franchise… We concluded 2024 with a series of partnership meetings between  and   We can’t wait to share the big and exciting news very soon! #Halalan2025,
808,tweet_id:1876226977750999475,"Ang sabi ni Bato, dumami NA NAMAN daw ang adik. 

So ibig sabihin, hindi epektibong Senador si Bato? Bakit ko pa siya iboboto kung ganun?#Halalan2025",
809,tweet_id:1876180663436718438,"Tulfo: “I am a law breaker too kaya iboto niyo ako.”

Filipino voters: wooohooo yeah #Halalan2025",
810,tweet_id:1876169329315864977,"Matapos maging campaign manager noong halalan 2022, sasabak muli bilang kandidato si dating senador Bam Aquino.

Alamin ang kaniyang mga plataporma at mas kilalanin pa siya sa Harapan 2025, na mapapanood sa ABS-CBN News YouTube page (youtube.com/@abscbnnews). #Halalan2025",Bam Aquino
811,tweet_id:1876146322044268733,"Heidi Mendoza should pay attention to this.

If she can't even get the idealistic youth to vote for her despite the kind of advocacy that she has, then she has a lot more work to do in her senatorial bid.#Halalan2025",Heidi Mendoza
812,tweet_id:1875556902412910917,"Just a realization.

If Tito Sotto gets re-elected to the Senate in 2025, that might make Vico Sotto immediately reject a Senate bid from 2028 up until the year Tito is no longer in the Senate (which could be as far as the year 2037).#Halalan2025",Tito Sotto
813,tweet_id:1875474754439934100,"Seen any political ads lately? The campaign period has not yet started but technically, these political ads do not violate any rules as election laws in the country do not cover premature campaigning, the Comelec said. #Halalan2025 #Newsapan 

READ: abs-cbn.com/news/nation/20
…",
814,tweet_id:1875421905240621229,"Matapos maging campaign manager noong halalan 2022, sasabak muli bilang kandidato si dating senador Bam Aquino.
 
Alamin ang kaniyang mga plataporma at mas kilalanin pa siya sa Harapan 2025, na mapapanood sa ABS-CBN News YouTube page. #Halalan2025",Bam Aquino
815,tweet_id:1874479972167082263,"And Filipinos will add another fraud and scammer sa Senado. Ampotah.
The bar is literally wasak and bagsak on the floor. Kung hindi laos na artista na palamunin, mga pahirap na kawatan niluluklok sa pwesto.

Sus ginoo Pilipinas…#Halalan2025",
816,tweet_id:1873763656162480360,"Last day of the year. Iwan na natin sina Pia Cayetano, Bato Dela Rosa, Bong Go, Lito Lapid, Imee Marcos, Bong Revilla, Francis Tolentino, Camille Villar, at lahat ng mga trapo at miyembro ng mga political dynasty sa 2024. Huwag na natin silang iboto sa #Halalan2025.",Pia Cayetano
817,tweet_id:1872878704025845997,"Ipinagmamalaki ng Comelec na sa unang pagkakataon anila'y walang nuisance candidate na masasama sa balota. #Halalan2025 

Basahin: abs-cbn.com/news/nation/20
…",
818,tweet_id:1871591985003511851,"Ang Christmas wish ko ay:
Sen. Kiko Pangilinan
Sen. Bam Aquino
ML Partylist Rep. Leila de Lima
ML Partylist Rep. Teddy Baguilat
ML Partylist Rep. Erin Tañada

...sa #Halalan2025Wish ko rin na sana manalo 'yung ibang non-Marcos/Duterte allies sa Senado at Kongreso ",Bam Aquino
819,tweet_id:1871197900132483279,"Biased and misrespresentative headline from .

It’s not only incomplete as a headline but also actively misrepresentative of the state of existing laws, intentions of the bill, and the provisions of the bill.#Halalan2025",
820,tweet_id:1871014966976750035,"The Federation of Free Workers says it is now preparing to file a motion for reconsideration regarding their petition to disqualify Pastor Apollo Quiboloy from the 2025 Senate race. #Halalan2025 #ANCHeadstart 
Related: abs-cbn.com/news/nation/20
…",Apollo Quiboloy
821,tweet_id:1870777954458013991,"I'm telling you guys, the main source of this problem isn't the voters. It's the electoral system that turns Senate elections into literal popularity contests.

Find any other country that votes their senators this way. #Halalan2025",
822,tweet_id:1870761024124772834,"Sa Partylist, mamili nalang po kayo ng isa dito sa:

ML -Mamamayang Liberal for Leila De Lima
Akbayan - For Chel Diokno
Magdalo Partylist. #Halalan2025",Liberal
823,tweet_id:1870756165984112980,"Comelec has dismissed a petition seeking to disqualify jailed televangelist Apollo Quiboloy from the senatorial race in #Halalan2025.

Read: abs-cbn.com/news/nation/20
…",Apollo Quiboloy
824,tweet_id:1870731277986680901,"Our latest report. 

11 of 24 Senate seats could go to media celebrities after May 2025 

11 popular news, entertainment and sports personalities could fill the 24-member Philippine Senate after the May 2025 elections.  #PHvotepcij.org/2024/12/22/med
…",
